ip;int;mac;exp;vrf
5.140.168.6;ae1.344;cc:2d:e0:b5:a2:82;968;INTUSI
5.140.168.10;ae4.2448;4c:02:89:0f:28:dc;898;INTUSI
5.140.168.14;ae3.4812;4c:02:89:0d:e9:f3;1258;INTUSI
5.140.168.18;ae3.4116;00:08:dc:00:00:2a;1024;INTUSI
5.140.168.22;ae3.4115;00:08:dc:00:00:29;793;INTUSI
5.140.168.26;ae3.4130;00:08:dc:00:00:34;530;INTUSI
5.140.168.30;ae3.4118;00:08:dc:00:00:3a;203;INTUSI
5.140.168.34;ae3.4120;00:22:b0:a0:ed:c1;548;INTUSI
5.140.168.38;ae3.4119;00:08:dc:00:00:02;795;INTUSI
5.140.168.46;ae4.2785;c4:ad:34:08:88:44;51;INTUSI
5.140.168.50;ae1.5381;00:0c:29:a5:1e:f7;1391;INTUSI
5.140.168.54;ae3.5284;ac:f1:df:dc:e7:e5;972;INTUSI
5.140.168.58;ae4.2520;3c:8a:b0:ae:4f:c0;1209;INTUSI
5.140.168.62;ae1.2546;84:c9:b2:df:e4:6c;1075;INTUSI
5.140.168.86;ae4.885;4c:02:89:0d:ee:87;1303;INTUSI
5.140.168.90;ae1.630;b0:ac:d2:2d:b7:3b;1404;INTUSI
5.140.168.94;ae1.2210;64:d1:54:ab:dc:f2;1197;INTUSI
5.140.168.98;ae3.823;ac:f1:df:dc:e6:1f;1166;INTUSI
5.140.168.102;ae3.1739;cc:2d:e0:65:79:21;637;INTUSI
5.140.168.106;ae1.2902;d4:ca:6d:44:b3:65;726;INTUSI
5.140.168.110;ae4.1764;70:2e:22:68:56:85;1285;INTUSI
5.140.168.113;ae1.2702;00:23:04:41:2e:40;280;INTUSI
5.140.168.118;ae3.4447;28:6f:7f:47:f7:41;641;INTUSI
5.140.168.122;ae4.2335;58:8b:f3:6b:f5:8d;207;INTUSI
5.140.168.126;ae3.4786;00:1c:7f:7c:9a:b6;1190;INTUSI
5.140.168.130;ae1.2903;ec:bd:1d:69:9d:ba;384;INTUSI
5.140.168.138;ae1.409;00:09:0f:09:00:01;1348;INTUSI
5.140.168.146;ae4.242;a4:93:4c:67:61:7f;354;INTUSI
5.140.168.150;ae4.2434;6c:3b:6b:ab:25:89;52;INTUSI
5.140.168.154;ae1.5383;00:0f:02:5a:b5:80;877;INTUSI
5.140.168.158;ae1.5384;1c:74:0d:8e:e5:a5;1104;INTUSI
5.140.168.162;ae1.2702;6c:20:56:49:9d:71;851;INTUSI
5.140.168.166;ae1.2702;4c:4e:35:5f:d9:e0;75;INTUSI
5.140.168.174;ae3.250;00:0e:8f:cf:26:4f;1320;INTUSI
5.140.168.179;ae1.2325;10:0d:7f:6e:c4:af;916;INTUSI
5.140.168.186;ae3.1767;00:1e:7a:a2:53:6c;197;INTUSI
5.140.168.190;ae3.4329;94:de:80:db:d4:1f;865;INTUSI
5.140.168.194;ae1.366;b8:ec:a3:29:75:47;419;INTUSI
5.140.168.195;ae1.366;b8:ec:a3:29:75:47;316;INTUSI
5.140.168.196;ae1.366;b8:ec:a3:29:75:47;406;INTUSI
5.140.168.197;ae1.366;b8:ec:a3:29:75:47;948;INTUSI
5.140.168.198;ae1.366;b8:ec:a3:29:75:47;590;INTUSI
5.140.168.199;ae1.366;b8:ec:a3:29:75:47;18;INTUSI
5.140.168.200;ae1.366;b8:ec:a3:29:75:47;1153;INTUSI
5.140.168.202;ae1.366;b8:ec:a3:29:75:47;378;INTUSI
5.140.168.204;ae1.366;b8:ec:a3:29:75:47;396;INTUSI
5.140.168.205;ae1.366;00:0a:48:24:30:78;1277;INTUSI
5.140.168.206;ae1.366;b8:ec:a3:29:75:47;677;INTUSI
5.140.168.208;ae1.366;c8:6c:87:1d:11:24;1233;INTUSI
5.140.168.209;ae1.366;b8:ec:a3:29:75:47;317;INTUSI
5.140.168.210;ae1.366;b8:ec:a3:29:75:47;739;INTUSI
5.140.168.211;ae1.366;b8:ec:a3:29:75:47;428;INTUSI
5.140.225.2;ae3.2671;90:2b:34:9e:01:68;1327;INTUSI
5.140.225.6;ae4.1399;00:1e:42:12:ce:81;1432;INTUSI
5.140.225.11;ae1.500;00:90:0b:6f:8d:42;1402;INTUSI
5.140.225.13;ae1.500;2c:ab:25:da:d1:37;805;INTUSI
5.140.225.22;ae3.3124;00:24:b2:5d:96:02;965;INTUSI
5.140.225.30;ae1.1295;c8:d3:a3:a3:e6:71;1436;INTUSI
5.140.225.34;ae1.44;fc:ec:da:43:2a:9b;905;INTUSI
5.140.225.38;ae3.142;4c:02:89:0e:ed:e7;925;INTUSI
5.140.225.46;ae3.4820;64:d1:54:e6:24:38;230;INTUSI
5.140.225.54;ae1.5386;50:ff:20:11:56:31;670;INTUSI
5.140.225.58;ae1.3871;5c:d9:98:9e:79:e7;1294;INTUSI
5.140.225.62;ae3.615;d4:6e:0e:93:a6:a7;903;INTUSI
5.140.225.66;ae1.5303;4c:5e:0c:2a:43:a2;938;INTUSI
5.140.225.70;ae3.2642;a0:e0:af:aa:5b:41;382;INTUSI
5.140.225.74;ae1.234;c8:d3:a3:a3:e7:04;1422;INTUSI
5.140.225.82;ae4.764;4c:02:89:0f:53:3a;1437;INTUSI
5.140.225.98;ae1.3073;f0:79:59:c6:25:65;1356;INTUSI
5.140.225.102;ae3.5351;74:4d:28:c6:f0:ba;1176;INTUSI
5.140.225.106;ae3.2135;64:6e:ea:2d:d5:9c;593;INTUSI
5.140.225.110;ae3.4963;d4:ca:6d:56:95:46;1197;INTUSI
5.140.225.114;ae3.842;90:94:e4:f1:06:88;1253;INTUSI
5.140.225.118;ae3.679;64:d1:54:e2:ea:e4;641;INTUSI
5.140.225.130;ae3.1037;00:0e:8f:a8:17:2b;1387;INTUSI
5.140.225.134;ae1.5393;c4:ad:34:78:8e:f3;1153;INTUSI
5.140.225.138;ae3.2234;68:05:ca:0f:4c:d0;1192;INTUSI
5.140.225.139;ae3.2234;00:1e:67:4b:34:8c;1040;INTUSI
5.140.225.140;ae3.2234;f8:1a:67:04:3e:d9;954;INTUSI
5.140.225.141;ae3.2234;10:fe:ed:4a:0b:e3;823;INTUSI
5.140.225.142;ae3.2234;00:25:90:ab:a0:1d;1343;INTUSI
5.140.225.150;ae3.5352;10:a3:b8:32:34:f1;1109;INTUSI
5.140.225.170;ae3.4826;c8:3a:35:67:69:98;1349;INTUSI
5.140.225.174;ae3.5082;b8:69:f4:20:c4:af;1015;INTUSI
5.140.225.180;ae3.2486;30:9c:23:10:4f:40;741;INTUSI
5.140.230.2;ae3.2127;68:54:ed:43:c9:38;917;INTUSI
5.140.230.10;ae1.2534;b8:69:f4:26:c1:32;922;INTUSI
5.140.230.14;ae1.809;58:8b:f3:6b:48:e5;1097;INTUSI
5.140.230.34;ae3.1007;68:05:ca:10:12:e8;1429;INTUSI
5.140.230.35;ae3.1007;4c:5e:0c:46:17:d7;482;INTUSI
5.140.230.36;ae3.1007;c0:4a:00:5f:81:0f;1313;INTUSI
5.140.230.37;ae3.1007;4c:5e:0c:46:17:d6;440;INTUSI
5.140.230.38;ae3.1007;4c:5e:0c:46:17:dc;1079;INTUSI
5.140.230.42;ae4.255;14:dd:a9:d5:7a:b3;1368;INTUSI
5.140.230.46;ae3.153;68:54:ed:43:ce:60;3;INTUSI
5.140.230.50;ae3.2443;00:0b:46:b3:a9:c1;1457;INTUSI
5.140.230.54;ae3.2860;28:28:5d:db:21:b5;986;INTUSI
5.140.230.58;ae3.3507;30:b5:c2:c4:96:0f;1374;INTUSI
5.140.230.61;ae3.3507;40:61:86:33:a9:be;512;INTUSI
5.140.230.62;ae3.3507;90:2b:34:0a:98:d0;825;INTUSI
5.140.230.66;ae3.4802;6c:3b:6b:63:bd:6e;1048;INTUSI
5.140.230.74;ae4.2721;00:26:9b:10:a9:75;1254;INTUSI
5.140.230.82;ae1.2924;ac:f1:df:29:4e:3b;1067;INTUSI
5.140.230.86;ae4.266;00:26:9b:30:0e:1c;553;INTUSI
5.140.230.122;ae3.4800;00:0c:42:71:79:d0;1476;INTUSI
5.140.230.126;ae3.4801;d4:ca:6d:d4:a0:2e;1463;INTUSI
5.140.230.130;ae1.5215;b8:69:f4:7f:d7:3f;787;INTUSI
5.140.230.138;ae1.2773;48:8f:5a:32:61:c2;1326;INTUSI
5.140.230.142;ae3.4835;00:90:0b:6f:8c:ac;1152;INTUSI
5.140.230.148;ae3.3339;64:d1:54:1f:45:d1;971;INTUSI
5.140.230.150;ae3.3339;64:d1:54:1f:45:d1;1053;INTUSI
5.140.230.154;ae1.2995;b4:fb:e4:d5:ee:84;1046;INTUSI
5.140.230.158;ae3.3759;ac:f1:df:dc:fb:a2;1140;INTUSI
5.140.230.162;ae3.1140;00:07:26:5f:16:17;1028;INTUSI
5.140.230.178;ae1.2562;10:bf:48:b4:38:68;1220;INTUSI
5.140.230.186;ae3.2905;c4:71:54:4b:be:a1;1021;INTUSI
5.140.230.188;ae3.2905;68:05:ca:10:13:8c;917;INTUSI
5.140.230.189;ae3.2905;60:e3:27:df:fb:83;1154;INTUSI
5.140.230.194;ae1.2938;e4:8d:8c:19:bc:cd;421;INTUSI
5.140.230.198;ae4.2457;e4:8d:8c:19:bd:81;1023;INTUSI
5.140.230.203;ae1.2858;a0:f8:49:67:0e:00;523;INTUSI
5.140.230.204;ae1.2858;00:21:55:25:7e:a1;196;INTUSI
5.140.230.205;ae1.2858;90:6c:ac:fe:13:04;691;INTUSI
5.140.230.206;ae1.2858;90:6c:ac:fe:13:04;740;INTUSI
5.140.230.210;ae3.1100;00:40:f4:8c:c5:2b;971;INTUSI
5.140.230.214;ae3.1100;ba:a3:86:1b:4d:b9;994;INTUSI
5.140.230.218;ae3.3622;ec:4c:4d:7d:c9:3b;385;INTUSI
5.140.232.2;ae3.1248;d8:d3:85:5f:9a:0e;986;INTUSI
5.140.232.4;ae3.1248;6c:3b:6b:f8:19:df;795;INTUSI
5.140.232.5;ae3.1248;d4:ca:6d:e1:a7:4c;1419;INTUSI
5.140.232.6;ae3.1248;d4:ca:6d:74:78:d3;1132;INTUSI
5.140.232.7;ae3.1248;1c:c1:de:e5:11:f2;905;INTUSI
5.140.232.8;ae3.1248;d4:ca:6d:e1:a7:4c;1221;INTUSI
5.140.232.9;ae3.1248;00:1f:29:09:ef:2a;1341;INTUSI
5.140.232.10;ae3.1248;d4:ca:6d:74:78:d3;584;INTUSI
5.140.232.12;ae3.1248;d4:ca:6d:e1:a7:4c;466;INTUSI
5.140.232.13;ae3.1248;d4:ca:6d:e1:a7:4c;107;INTUSI
5.140.232.14;ae3.1248;d4:ca:6d:e1:a7:4c;1088;INTUSI
5.140.232.15;ae3.1248;d4:ca:6d:e1:a7:4c;36;INTUSI
5.140.232.16;ae3.1248;d4:ca:6d:e1:a7:4c;1212;INTUSI
5.140.232.17;ae3.1248;d4:ca:6d:74:78:d3;614;INTUSI
5.140.232.18;ae3.1248;d4:ca:6d:74:78:d3;1037;INTUSI
5.140.232.19;ae3.1248;d4:ca:6d:74:78:d3;1229;INTUSI
5.140.232.20;ae3.1248;d4:ca:6d:74:78:d3;1161;INTUSI
5.140.232.22;ae3.1248;d4:ca:6d:e1:a7:4c;212;INTUSI
5.140.232.23;ae3.1248;d4:ca:6d:74:78:d3;516;INTUSI
5.140.232.25;ae3.1248;d4:ca:6d:e1:a7:4c;496;INTUSI
5.140.232.26;ae3.1248;d4:ca:6d:e1:a7:4c;1067;INTUSI
5.140.232.27;ae3.1248;d4:ca:6d:74:78:d3;818;INTUSI
5.140.232.29;ae3.1248;d4:ca:6d:74:78:d3;860;INTUSI
5.140.232.30;ae3.1248;d4:ca:6d:e1:a7:4c;726;INTUSI
5.140.232.31;ae3.1248;d4:ca:6d:e1:a7:4c;653;INTUSI
5.140.232.34;ae3.1248;d4:ca:6d:74:78:d3;101;INTUSI
5.140.232.35;ae3.1248;d4:ca:6d:e1:a7:4c;335;INTUSI
5.140.232.36;ae3.1248;d4:ca:6d:e1:a7:4c;716;INTUSI
5.140.232.38;ae3.1248;d4:ca:6d:74:78:d3;157;INTUSI
5.140.232.41;ae3.1248;d4:ca:6d:74:78:d3;460;INTUSI
5.140.232.44;ae3.1248;d4:ca:6d:e1:a7:4c;587;INTUSI
5.140.232.45;ae3.1248;d4:ca:6d:74:78:d3;180;INTUSI
5.140.232.48;ae3.1248;d4:ca:6d:e1:a7:4c;387;INTUSI
5.140.232.50;ae3.1248;d4:ca:6d:74:78:d3;123;INTUSI
5.140.232.51;ae3.1248;d4:ca:6d:e1:a7:4c;56;INTUSI
5.140.232.52;ae3.1248;d4:ca:6d:74:78:d3;909;INTUSI
5.140.232.53;ae3.1248;d4:ca:6d:74:78:d3;1159;INTUSI
5.140.232.54;ae3.1248;d4:ca:6d:e1:a7:4c;367;INTUSI
5.140.232.55;ae3.1248;d4:ca:6d:74:78:d3;1305;INTUSI
5.140.232.57;ae3.1248;d4:ca:6d:e1:a7:4c;449;INTUSI
5.140.232.59;ae3.1248;d4:ca:6d:e1:a7:4c;913;INTUSI
5.140.232.61;ae3.1248;d4:ca:6d:e1:a7:4c;738;INTUSI
5.140.232.62;ae3.1248;d4:ca:6d:e1:a7:4c;769;INTUSI
5.140.232.63;ae3.1248;d4:ca:6d:e1:a7:4c;1089;INTUSI
5.140.232.64;ae3.1248;d4:ca:6d:e1:a7:4c;674;INTUSI
5.140.232.65;ae3.1248;6c:3b:6b:f8:19:df;1239;INTUSI
5.140.232.66;ae3.1248;6c:3b:6b:f8:19:df;879;INTUSI
5.140.232.67;ae3.1248;6c:3b:6b:f8:19:df;425;INTUSI
5.140.232.68;ae3.1248;6c:3b:6b:f8:19:df;830;INTUSI
5.140.232.69;ae3.1248;6c:3b:6b:f8:19:df;91;INTUSI
5.140.232.70;ae3.1248;6c:3b:6b:f8:19:df;1175;INTUSI
5.140.232.71;ae3.1248;6c:3b:6b:f8:19:df;264;INTUSI
5.140.232.72;ae3.1248;6c:3b:6b:f8:19:df;584;INTUSI
5.140.232.73;ae3.1248;6c:3b:6b:f8:19:df;435;INTUSI
5.140.232.74;ae3.1248;6c:3b:6b:f8:19:df;691;INTUSI
5.140.232.75;ae3.1248;6c:3b:6b:f8:19:df;342;INTUSI
5.140.232.76;ae3.1248;6c:3b:6b:f8:19:df;1091;INTUSI
5.140.232.77;ae3.1248;6c:3b:6b:f8:19:df;1107;INTUSI
5.140.232.78;ae3.1248;6c:3b:6b:f8:19:df;238;INTUSI
5.140.232.79;ae3.1248;6c:3b:6b:f8:19:df;451;INTUSI
5.140.232.80;ae3.1248;6c:3b:6b:f8:19:df;443;INTUSI
5.140.232.81;ae3.1248;6c:3b:6b:f8:19:df;142;INTUSI
5.140.232.82;ae3.1248;6c:3b:6b:f8:19:df;900;INTUSI
5.140.232.83;ae3.1248;6c:3b:6b:f8:19:df;112;INTUSI
5.140.232.84;ae3.1248;6c:3b:6b:f8:19:df;662;INTUSI
5.140.232.85;ae3.1248;6c:3b:6b:f8:19:df;139;INTUSI
5.140.232.86;ae3.1248;6c:3b:6b:f8:19:df;473;INTUSI
5.140.232.87;ae3.1248;6c:3b:6b:f8:19:df;66;INTUSI
5.140.232.88;ae3.1248;6c:3b:6b:f8:19:df;769;INTUSI
5.140.232.89;ae3.1248;6c:3b:6b:f8:19:df;622;INTUSI
5.140.232.90;ae3.1248;6c:3b:6b:f8:19:df;76;INTUSI
5.140.232.91;ae3.1248;6c:3b:6b:f8:19:df;421;INTUSI
5.140.232.92;ae3.1248;6c:3b:6b:f8:19:df;389;INTUSI
5.140.232.93;ae3.1248;6c:3b:6b:f8:19:df;44;INTUSI
5.140.232.94;ae3.1248;6c:3b:6b:f8:19:df;1051;INTUSI
5.140.232.95;ae3.1248;6c:3b:6b:f8:19:df;506;INTUSI
5.140.232.96;ae3.1248;6c:3b:6b:f8:19:df;751;INTUSI
5.140.232.97;ae3.1248;6c:3b:6b:f8:19:df;35;INTUSI
5.140.232.98;ae3.1248;6c:3b:6b:f8:19:df;14;INTUSI
5.140.232.99;ae3.1248;6c:3b:6b:f8:19:df;649;INTUSI
5.140.232.100;ae3.1248;6c:3b:6b:f8:19:df;507;INTUSI
5.140.232.101;ae3.1248;6c:3b:6b:f8:19:df;252;INTUSI
5.140.232.102;ae3.1248;6c:3b:6b:f8:19:df;1127;INTUSI
5.140.232.103;ae3.1248;6c:3b:6b:f8:19:df;239;INTUSI
5.140.232.104;ae3.1248;6c:3b:6b:f8:19:df;411;INTUSI
5.140.232.105;ae3.1248;6c:3b:6b:f8:19:df;503;INTUSI
5.140.232.106;ae3.1248;6c:3b:6b:f8:19:df;183;INTUSI
5.140.232.107;ae3.1248;6c:3b:e5:be:72:0e;1072;INTUSI
5.140.232.108;ae3.1248;6c:3b:6b:f8:19:df;552;INTUSI
5.140.232.109;ae3.1248;6c:3b:6b:f8:19:df;960;INTUSI
5.140.232.110;ae3.1248;6c:3b:6b:f8:19:df;222;INTUSI
5.140.232.111;ae3.1248;6c:3b:6b:f8:19:df;422;INTUSI
5.140.232.112;ae3.1248;6c:3b:6b:f8:19:df;387;INTUSI
5.140.232.113;ae3.1248;6c:3b:6b:f8:19:df;562;INTUSI
5.140.232.114;ae3.1248;6c:3b:6b:f8:19:df;1048;INTUSI
5.140.232.115;ae3.1248;6c:3b:6b:f8:19:df;138;INTUSI
5.140.232.116;ae3.1248;6c:3b:6b:f8:19:df;864;INTUSI
5.140.232.117;ae3.1248;6c:3b:6b:f8:19:df;603;INTUSI
5.140.232.118;ae3.1248;6c:3b:6b:f8:19:df;799;INTUSI
5.140.232.119;ae3.1248;6c:3b:6b:f8:19:df;163;INTUSI
5.140.232.120;ae3.1248;6c:3b:6b:f8:19:df;857;INTUSI
5.140.232.121;ae3.1248;6c:3b:6b:f8:19:df;1050;INTUSI
5.140.232.122;ae3.1248;6c:3b:6b:f8:19:df;518;INTUSI
5.140.232.123;ae3.1248;6c:3b:6b:f8:19:df;1360;INTUSI
5.140.232.124;ae3.1248;6c:3b:6b:f8:19:df;323;INTUSI
5.140.232.125;ae3.1248;6c:3b:6b:f8:19:df;319;INTUSI
5.140.232.126;ae3.1248;6c:3b:6b:f8:19:df;588;INTUSI
5.140.232.138;ae4.2546;3c:61:04:d8:7b:00;460;INTUSI
5.140.232.142;ae1.1342;00:0c:42:e8:f0:56;1437;INTUSI
5.140.232.146;ae3.1742;2c:21:72:27:6c:80;715;INTUSI
5.140.232.150;ae1.2905;34:da:b7:81:73:ea;1206;INTUSI
5.140.232.154;ae4.2556;b8:69:f4:2f:ba:8e;1326;INTUSI
5.140.232.158;ae3.4031;64:6e:ea:37:8c:cc;1149;INTUSI
5.140.232.178;ae3.2920;84:16:f9:05:7b:14;1084;INTUSI
5.140.232.182;ae3.4955;70:85:c2:60:98:25;1149;INTUSI
5.140.232.186;ae4.2244;20:fd:f1:e0:0a:44;873;INTUSI
5.140.232.206;ae3.356;04:62:73:a5:f4:30;338;INTUSI
5.140.232.210;ae1.2931;28:10:7b:ca:99:dd;1130;INTUSI
5.140.232.238;ae3.3456;c4:ad:34:82:f2:d2;897;INTUSI
5.140.232.246;ae3.3372;94:de:80:db:cf:8b;1152;INTUSI
5.140.232.250;ae3.2665;c4:ad:34:92:91:f5;1035;INTUSI
5.140.232.254;ae1.5174;6c:3b:6b:49:f5:ac;1210;INTUSI
5.141.83.2;ae3.4976;4c:02:89:0d:5d:02;996;INTUSI
5.141.83.6;ae3.5364;c4:ad:34:69:16:fe;1276;INTUSI
5.141.83.10;ae3.3712;4c:02:89:09:fe:34;981;INTUSI
5.141.83.18;ae3.3713;ec:4c:4d:7d:d4:53;1149;INTUSI
5.141.83.26;ae3.5327;00:27:22:a0:82:30;677;INTUSI
5.141.83.35;ae4.2009;d4:3d:7e:02:b0:03;980;INTUSI
5.141.83.36;ae4.2009;4c:02:89:09:f6:50;1081;INTUSI
5.141.83.42;ae3.3994;68:05:ca:11:31:ce;1431;INTUSI
5.141.83.54;ae3.1385;cc:2d:e0:65:79:21;1017;INTUSI
5.141.83.58;ae4.1142;ac:f1:df:dc:e6:0f;1098;INTUSI
5.141.83.62;ae1.3190;6c:3b:6b:f9:7c:44;1253;INTUSI
5.141.83.66;ae4.687;60:63:4c:04:e0:f0;1142;INTUSI
5.141.83.70;ae3.3615;3c:61:04:d6:07:40;852;INTUSI
5.141.83.86;ae3.4797;68:05:ca:10:fd:42;913;INTUSI
5.141.83.98;ae3.2703;00:07:26:5f:42:62;946;INTUSI
5.141.83.106;ae3.3123;68:05:ca:10:14:44;1431;INTUSI
5.141.83.114;ae4.2817;78:24:af:43:de:39;119;INTUSI
5.141.83.138;ae3.6006;50:ff:20:15:10:8d;1233;INTUSI
5.141.83.142;ae3.5300;78:b2:13:ae:c2:06;979;INTUSI
5.141.83.146;ae4.2789;a8:f9:4b:ca:ca:dc;1010;INTUSI
5.141.83.150;ae3.5166;b8:69:f4:58:4b:59;1363;INTUSI
5.141.83.154;ae4.101;00:26:9b:30:08:af;190;INTUSI
5.141.83.158;ae3.5192;00:14:31:00:13:3d;197;INTUSI
5.141.83.178;ae3.5044;cc:2d:e0:fd:b9:2f;377;INTUSI
5.141.83.182;ae3.3578;ac:f1:df:dc:e6:bb;1137;INTUSI
5.141.83.196;ae3.3188;cc:b2:55:cd:82:cd;1113;INTUSI
5.141.83.199;ae3.3188;00:d0:d6:0d:9b:bb;717;INTUSI
5.141.83.201;ae3.3188;c4:e9:84:01:f4:72;611;INTUSI
5.141.83.210;ae3.3024;68:05:ca:10:14:9a;1112;INTUSI
5.141.83.226;ae4.2214;ec:a8:6b:23:f8:3c;249;INTUSI
5.141.85.6;ae3.1716;00:80:48:5b:75:c1;675;INTUSI
5.141.85.10;ae3.4798;68:05:ca:0f:b7:e4;1012;INTUSI
5.141.85.18;ae4.2490;c0:25:e9:b5:4e:e9;982;INTUSI
5.141.85.22;ae3.2164;14:cc:20:aa:fc:fd;1349;INTUSI
5.141.85.27;ae4.2217;68:05:ca:0d:16:98;1097;INTUSI
5.141.85.34;ae3.3261;64:d1:54:14:33:be;1259;INTUSI
5.141.85.38;ae3.6102;00:90:0b:a2:93:be;1119;INTUSI
5.141.85.42;ae3.5190;3c:61:04:d8:6e:c0;319;INTUSI
5.141.85.46;ae1.5462;1c:bd:b9:34:28:02;1292;INTUSI
5.141.85.50;ae4.758;ac:f1:df:83:0e:19;870;INTUSI
5.141.85.54;ae4.758;68:05:ca:0f:51:f4;1303;INTUSI
5.141.85.62;ae4.756;ac:f1:df:83:0e:da;1255;INTUSI
5.141.85.66;ae4.757;4c:02:89:0b:f2:8a;1302;INTUSI
5.141.85.74;ae4.2010;08:60:6e:bf:57:30;1110;INTUSI
5.141.85.82;ae1.1738;e8:1c:ba:35:ef:56;1218;INTUSI
5.141.85.86;ae3.4283;00:25:22:d9:f7:9c;1250;INTUSI
5.141.85.90;ae1.819;00:50:56:b0:29:8e;870;INTUSI
5.141.85.94;ae3.4358;c4:6e:1f:07:1c:f5;909;INTUSI
5.141.85.98;ae3.2641;c4:ad:34:92:94:42;1019;INTUSI
5.141.85.122;ae3.4518;68:54:ed:43:c9:0e;273;INTUSI
5.141.85.126;ae1.2905;a8:f9:4b:15:e0:b1;340;INTUSI
5.141.85.130;ae3.4846;00:90:0b:73:5b:61;899;INTUSI
5.141.85.138;ae3.4834;3c:61:04:d5:f4:80;301;INTUSI
5.141.85.142;ae1.2668;e4:18:6b:55:46:ed;1479;INTUSI
5.141.85.146;ae3.4808;68:05:ca:10:91:78;1145;INTUSI
5.141.85.150;ae3.3189;00:27:22:a0:82:c3;1003;INTUSI
5.141.85.154;ae4.321;b0:4e:26:ea:17:01;996;INTUSI
5.141.85.158;ae3.437;00:90:4c:08:00:0e;1201;INTUSI
5.141.85.166;ae3.5118;00:6b:f1:9f:5a:41;689;INTUSI
5.141.85.170;ae4.2254;e4:c7:22:f3:13:88;326;INTUSI
5.141.85.171;ae4.2254;e4:c7:22:f3:13:88;642;INTUSI
5.141.85.172;ae4.2254;e4:c7:22:f3:13:88;405;INTUSI
5.141.85.173;ae4.2254;e4:c7:22:f3:13:88;722;INTUSI
5.141.85.182;ae1.186;b8:69:f4:9a:a4:03;1417;INTUSI
5.141.85.202;ae3.3839;4c:02:89:0b:f5:4a;1127;INTUSI
5.141.85.210;ae4.134;00:26:9b:11:bd:ef;169;INTUSI
5.141.85.219;ae4.2159;68:05:ca:10:0f:da;1049;INTUSI
5.141.85.226;ae4.2223;f8:1a:67:aa:5a:9b;982;INTUSI
5.141.85.234;ae3.2236;ac:f1:df:83:0c:e1;1449;INTUSI
5.141.117.4;ae4.2157;68:05:ca:10:11:1a;1017;INTUSI
5.141.117.10;ae3.4436;ac:f1:df:dc:e7:21;1083;INTUSI
5.141.117.14;ae3.4809;4c:5e:0c:7b:5b:f4;799;INTUSI
5.141.117.18;ae3.2670;4c:02:89:09:b9:ec;1408;INTUSI
5.141.117.19;ae3.2670;50:46:5d:72:21:b0;1038;INTUSI
5.141.117.21;ae3.2670;00:04:a3:d9:cc:28;1238;INTUSI
5.141.117.26;ae3.1380;00:0e:8f:a7:fe:2c;1175;INTUSI
5.141.117.30;ae3.5208;00:14:d1:10:c0:ce;1265;INTUSI
5.141.117.66;ae1.5470;00:21:91:93:1d:7b;710;INTUSI
5.141.117.70;ae1.5473;50:ff:20:07:64:39;1356;INTUSI
5.141.117.74;ae1.5475;e4:8d:8c:3d:07:f7;464;INTUSI
5.141.117.82;ae1.2720;88:5a:92:6e:97:51;1308;INTUSI
5.141.117.90;ae4.2635;fc:ec:da:41:8c:2f;1198;INTUSI
5.141.117.114;ae1.1686;6c:3b:6b:db:c6:9e;960;INTUSI
5.141.117.118;ae3.704;64:d1:54:83:01:e8;1304;INTUSI
5.141.117.131;ae3.4711;00:50:60:0d:a1:2a;939;INTUSI
5.141.117.132;ae3.4711;00:11:5b:7b:2f:8c;351;INTUSI
5.141.225.2;ae1.5346;e2:4e:a9:e2:68:ae;888;INTUSI
5.141.225.3;ae1.5346;e2:4e:a9:e2:68:ae;1142;INTUSI
5.141.225.4;ae1.5346;e2:4e:a9:e2:68:ae;920;INTUSI
5.141.225.5;ae1.5346;e2:4e:a9:e2:68:ae;91;INTUSI
5.141.225.6;ae1.5346;e2:4e:a9:e2:68:ae;433;INTUSI
5.141.225.7;ae1.5346;e2:4e:a9:e2:68:ae;316;INTUSI
5.141.225.8;ae1.5346;e2:4e:a9:e2:68:ae;1280;INTUSI
5.141.225.9;ae1.5346;e2:4e:a9:e2:68:ae;959;INTUSI
5.141.225.10;ae1.5346;e2:4e:a9:e2:68:ae;1229;INTUSI
5.141.225.11;ae1.5346;e2:4e:a9:e2:68:ae;485;INTUSI
5.141.225.12;ae1.5346;e2:4e:a9:e2:68:ae;914;INTUSI
5.141.225.13;ae1.5346;e2:4e:a9:e2:68:ae;229;INTUSI
5.141.225.14;ae1.5346;e2:4e:a9:e2:68:ae;980;INTUSI
5.141.225.15;ae1.5346;e2:4e:a9:e2:68:ae;1410;INTUSI
5.141.225.16;ae1.5346;e2:4e:a9:e2:68:ae;281;INTUSI
5.141.225.17;ae1.5346;e2:4e:a9:e2:68:ae;484;INTUSI
5.141.225.18;ae1.5346;e2:4e:a9:e2:68:ae;77;INTUSI
5.141.225.19;ae1.5346;e2:4e:a9:e2:68:ae;1321;INTUSI
5.141.225.20;ae1.5346;e2:4e:a9:e2:68:ae;628;INTUSI
5.141.225.21;ae1.5346;e2:4e:a9:e2:68:ae;196;INTUSI
5.141.225.22;ae1.5346;e2:4e:a9:e2:68:ae;114;INTUSI
5.141.225.23;ae1.5346;e2:4e:a9:e2:68:ae;253;INTUSI
5.141.225.24;ae1.5346;e2:4e:a9:e2:68:ae;793;INTUSI
