ip;int;mac;exp;vrf
10.224.201.47;Vlan3520;e4:27:71:12:1a:ae;226;IP-TV
10.224.201.48;Vlan3520;e4:27:71:03:97:17;0;IP-TV
10.224.201.51;Vlan3520;e4:27:71:58:69:d8;151;IP-TV
10.224.201.55;Vlan3520;e4:27:71:0c:0f:21;4;IP-TV
10.224.201.57;Vlan3520;e4:27:71:14:21:51;5;IP-TV
10.224.201.58;Vlan3520;20:e5:64:f0:e1:1b;0;IP-TV
10.224.201.62;Vlan3520;1c:bb:a8:13:78:6c;182;IP-TV
10.224.201.65;Vlan3520;e4:27:71:62:5c:3a;2;IP-TV
10.224.201.67;Vlan3520;e4:27:71:1d:ec:dc;96;IP-TV
10.224.201.68;Vlan3520;1c:bb:a8:06:19:4e;178;IP-TV
10.224.201.70;Vlan3520;5c:e3:0e:95:ac:78;4;IP-TV
10.224.201.71;Vlan3520;e4:27:71:02:6d:d0;42;IP-TV
10.224.201.74;Vlan3520;e4:27:71:11:5d:29;22;IP-TV
10.224.201.75;Vlan3520;00:02:9b:85:a4:f3;1;IP-TV
10.224.201.76;Vlan3520;e4:27:71:25:11:72;7;IP-TV
10.224.201.77;Vlan3520;e4:27:71:18:ba:d9;103;IP-TV
10.224.201.78;Vlan3520;1c:bb:a8:22:32:ea;6;IP-TV
10.224.201.80;Vlan3520;e4:27:71:14:58:14;40;IP-TV
10.224.201.83;Vlan3520;1c:bb:a8:19:ba:ec;232;IP-TV
10.224.201.84;Vlan3520;e4:27:71:4f:02:5e;7;IP-TV
10.224.201.85;Vlan3520;e4:27:71:65:b3:7d;42;IP-TV
10.224.201.86;Vlan3520;ec:4c:4d:6d:ff:47;80;IP-TV
10.224.201.89;Vlan3520;ec:4c:4d:66:87:53;25;IP-TV
10.224.201.90;Vlan3520;e4:27:71:25:0c:a6;5;IP-TV
10.224.201.94;Vlan3520;00:02:9b:93:51:44;9;IP-TV
10.224.201.97;Vlan3520;1c:bb:a8:24:f1:57;131;IP-TV
10.224.201.99;Vlan3520;1c:bb:a8:01:a2:12;0;IP-TV
10.224.201.104;Vlan3520;38:6b:bb:d3:92:a2;0;IP-TV
10.224.201.105;Vlan3520;e4:27:71:58:6b:e2;251;IP-TV
10.224.201.106;Vlan3520;e4:27:71:1f:38:85;95;IP-TV
10.224.201.107;Vlan3520;ec:4c:4d:f6:cd:d9;91;IP-TV
10.224.201.110;Vlan3520;ec:4c:4d:66:c9:e9;76;IP-TV
10.224.201.111;Vlan3520;ec:4c:4d:f2:e4:c9;258;IP-TV
10.224.201.112;Vlan3520;ec:4c:4d:72:2d:78;240;IP-TV
10.224.201.115;Vlan3520;5c:e3:0e:95:aa:3f;9;IP-TV
10.224.201.116;Vlan3520;e4:27:71:13:b6:cf;194;IP-TV
10.224.201.120;Vlan3520;bc:64:4b:78:e3:56;2;IP-TV
10.224.201.121;Vlan3520;e4:27:71:0c:59:61;172;IP-TV
10.224.201.122;Vlan3520;ec:4c:4d:73:91:a0;153;IP-TV
10.224.201.123;Vlan3520;e4:27:71:5b:96:0d;66;IP-TV
10.224.201.124;Vlan3520;ec:4c:4d:f6:d2:4f;217;IP-TV
10.224.201.127;Vlan3520;1c:bb:a8:22:b0:25;0;IP-TV
10.224.201.130;Vlan3520;e4:27:71:67:c0:bb;27;IP-TV
10.224.201.131;Vlan3520;e4:27:71:18:c2:cf;154;IP-TV
10.224.201.132;Vlan3520;e4:27:71:11:e0:39;157;IP-TV
10.224.201.134;Vlan3520;e4:27:71:62:5e:b7;202;IP-TV
10.224.201.139;Vlan3520;e4:27:71:02:53:dd;0;IP-TV
10.224.201.140;Vlan3520;ec:4c:4d:66:9e:b6;203;IP-TV
10.224.201.143;Vlan3520;ec:4c:4d:6b:2e:a0;37;IP-TV
10.224.201.145;Vlan3520;ec:4c:4d:73:eb:88;36;IP-TV
10.224.201.146;Vlan3520;1c:bb:a8:19:ac:e0;1;IP-TV
10.224.201.148;Vlan3520;1c:bb:a8:19:c6:1e;66;IP-TV
10.224.201.149;Vlan3520;e4:27:71:47:f2:6d;198;IP-TV
10.224.201.153;Vlan3520;e4:27:71:5e:ab:fe;2;IP-TV
10.224.201.154;Vlan3520;e4:27:71:62:76:19;260;IP-TV
10.224.201.156;Vlan3520;e4:27:71:0c:1c:cf;93;IP-TV
10.224.201.158;Vlan3520;1c:bb:a8:1a:69:20;41;IP-TV
10.224.201.160;Vlan3520;e4:27:71:11:6d:db;183;IP-TV
10.224.201.164;Vlan3520;e4:27:71:65:b4:c6;38;IP-TV
10.224.201.165;Vlan3520;bc:64:4b:76:74:db;9;IP-TV
10.224.201.168;Vlan3520;e4:27:71:1f:4e:bf;139;IP-TV
10.224.201.171;Vlan3520;00:02:9b:89:57:4e;7;IP-TV
10.224.201.175;Vlan3520;e4:27:71:12:2c:dd;177;IP-TV
10.224.201.177;Vlan3520;e4:27:71:62:7a:1c;143;IP-TV
10.224.201.180;Vlan3520;e4:27:71:48:0a:2e;31;IP-TV
10.224.201.183;Vlan3520;e4:27:71:01:b7:93;14;IP-TV
10.224.201.184;Vlan3520;e4:27:71:5d:30:3f;195;IP-TV
10.224.201.186;Vlan3520;ec:4c:4d:f2:e0:8e;1;IP-TV
10.224.201.187;Vlan3520;00:02:9b:89:72:9e;2;IP-TV
10.224.201.189;Vlan3520;1c:bb:a8:1b:83:2c;0;IP-TV
10.224.201.192;Vlan3520;e4:27:71:12:28:8e;189;IP-TV
10.224.201.195;Vlan3520;e4:27:71:10:49:17;250;IP-TV
10.224.201.196;Vlan3520;e4:27:71:01:b5:ff;6;IP-TV
10.224.201.197;Vlan3520;e4:27:71:01:bc:25;67;IP-TV
10.224.201.198;Vlan3520;ec:4c:4d:f2:e1:ac;230;IP-TV
10.224.201.200;Vlan3520;1c:bb:a8:19:bb:c9;7;IP-TV
10.224.201.201;Vlan3520;e4:27:71:14:68:1a;0;IP-TV
10.224.201.203;Vlan3520;e4:27:71:52:5b:dd;0;IP-TV
10.224.201.204;Vlan3520;e4:27:71:58:50:49;176;IP-TV
10.224.201.207;Vlan3520;ec:4c:4d:73:f5:04;250;IP-TV
10.224.201.209;Vlan3520;ec:4c:4d:f2:b2:24;62;IP-TV
10.224.201.210;Vlan3520;e4:27:71:09:33:a5;222;IP-TV
10.224.201.211;Vlan3520;ec:4c:4d:66:6f:88;50;IP-TV
10.224.201.213;Vlan3520;e4:27:71:02:85:55;1;IP-TV
10.224.201.215;Vlan3520;1c:bb:a8:12:c8:87;83;IP-TV
10.224.201.218;Vlan3520;00:02:9b:a2:ab:93;99;IP-TV
10.224.201.220;Vlan3520;1c:bb:a8:24:b7:37;1;IP-TV
10.224.201.221;Vlan3520;00:1a:79:12:ec:13;8;IP-TV
10.224.201.223;Vlan3520;e4:27:71:08:d3:62;4;IP-TV
10.224.201.224;Vlan3520;00:1a:79:09:a7:19;0;IP-TV
10.224.201.225;Vlan3520;e4:27:71:20:0d:3f;210;IP-TV
10.224.201.226;Vlan3520;ec:4c:4d:f6:d3:7e;1;IP-TV
10.224.201.230;Vlan3520;1c:bb:a8:0d:f3:66;7;IP-TV
10.224.201.232;Vlan3520;1c:bb:a8:05:ad:2e;7;IP-TV
10.224.201.237;Vlan3520;e4:27:71:03:92:ee;6;IP-TV
10.224.201.240;Vlan3520;38:6b:bb:d3:f0:2e;1;IP-TV
10.224.201.242;Vlan3520;e4:27:71:4d:78:87;1;IP-TV
10.224.201.243;Vlan3520;00:02:9b:93:5c:cd;1;IP-TV
10.224.201.244;Vlan3520;e4:27:71:40:b2:65;223;IP-TV
10.224.201.245;Vlan3520;ec:4c:4d:f6:d0:40;230;IP-TV
10.224.201.246;Vlan3520;e4:27:71:1e:b8:86;0;IP-TV
10.224.201.247;Vlan3520;1c:bb:a8:0f:83:ec;0;IP-TV
10.224.201.249;Vlan3520;e4:27:71:01:b9:9f;0;IP-TV
10.224.201.252;Vlan3520;1c:bb:a8:23:59:e7;1;IP-TV
10.224.201.254;Vlan3520;e4:27:71:5c:61:c8;170;IP-TV
10.224.202.1;Vlan3520;00:02:9b:93:50:08;6;IP-TV
10.224.202.3;Vlan3520;1c:bb:a8:05:b5:59;49;IP-TV
10.224.202.6;Vlan3520;1c:bb:a8:1b:41:c4;1;IP-TV
10.224.202.7;Vlan3520;ec:4c:4d:66:c9:62;4;IP-TV
10.224.202.8;Vlan3520;e4:27:71:0c:1c:a1;0;IP-TV
10.224.202.9;Vlan3520;e4:27:71:14:30:47;2;IP-TV
10.224.202.13;Vlan3520;e4:27:71:02:88:b6;7;IP-TV
10.224.202.14;Vlan3520;e4:27:71:5d:ff:7e;177;IP-TV
10.224.202.15;Vlan3520;e4:27:71:18:8b:3e;1;IP-TV
10.224.202.16;Vlan3520;e4:27:71:1f:11:b2;213;IP-TV
10.224.202.17;Vlan3520;e4:27:71:67:bf:16;195;IP-TV
10.224.202.19;Vlan3520;e4:27:71:67:bc:fa;31;IP-TV
10.224.202.20;Vlan3520;5c:e3:0e:94:b9:df;1;IP-TV
10.224.202.21;Vlan3520;e4:27:71:47:e8:eb;117;IP-TV
10.224.202.24;Vlan3520;e4:27:71:67:c2:bf;131;IP-TV
10.224.202.25;Vlan3520;e4:27:71:5d:2b:b3;2;IP-TV
10.224.202.30;Vlan3520;ec:4c:4d:f6:b0:1e;10;IP-TV
10.224.202.33;Vlan3520;e4:27:71:62:5e:a0;143;IP-TV
10.224.202.34;Vlan3520;e4:27:71:5e:ab:52;240;IP-TV
10.224.202.35;Vlan3520;00:1a:79:06:59:ed;7;IP-TV
10.224.202.36;Vlan3520;e4:27:71:24:fd:cf;229;IP-TV
10.224.202.43;Vlan3520;e4:27:71:1e:6e:fa;0;IP-TV
10.224.202.45;Vlan3520;e4:27:71:52:5c:02;0;IP-TV
10.224.202.47;Vlan3520;e4:27:71:58:6a:bf;0;IP-TV
10.224.202.51;Vlan3520;e4:27:71:01:b6:fb;1;IP-TV
10.224.202.52;Vlan3520;e4:27:71:5d:32:6c;227;IP-TV
10.224.202.53;Vlan3520;00:02:9b:89:cf:0d;2;IP-TV
10.224.202.54;Vlan3520;ec:4c:4d:6b:2e:e7;185;IP-TV
10.224.202.56;Vlan3520;e4:27:71:52:5b:da;1;IP-TV
10.224.202.57;Vlan3520;e4:27:71:0c:87:17;12;IP-TV
10.224.202.59;Vlan3520;e4:27:71:60:19:b3;98;IP-TV
10.224.202.60;Vlan3520;e4:27:71:5d:32:a0;212;IP-TV
10.224.202.65;Vlan3520;00:02:9b:93:5f:db;7;IP-TV
10.224.202.66;Vlan3520;e4:27:71:67:c3:25;32;IP-TV
10.224.202.69;Vlan3520;e4:27:71:0c:29:82;221;IP-TV
10.224.202.70;Vlan3520;e4:27:71:5d:2d:a3;246;IP-TV
10.224.202.73;Vlan3520;e4:27:71:62:7b:1d;167;IP-TV
10.224.202.80;Vlan3520;ec:4c:4d:66:88:44;27;IP-TV
10.224.202.81;Vlan3520;20:e5:64:f0:b3:f1;0;IP-TV
10.224.202.85;Vlan3520;e4:27:71:54:63:44;87;IP-TV
10.224.202.87;Vlan3520;e4:27:71:41:ed:72;121;IP-TV
10.224.202.91;Vlan3520;e4:27:71:1f:5f:23;222;IP-TV
10.224.202.92;Vlan3520;ec:4c:4d:6b:2e:4b;159;IP-TV
10.224.202.93;Vlan3520;1c:bb:a8:23:58:fe;4;IP-TV
10.224.202.96;Vlan3520;e4:27:71:5f:dc:be;153;IP-TV
10.224.202.97;Vlan3520;ec:4c:4d:f6:d2:4a;47;IP-TV
10.224.202.98;Vlan3520;e4:27:71:2a:05:a6;98;IP-TV
10.224.202.100;Vlan3520;1c:bb:a8:1b:a2:1e;2;IP-TV
10.224.202.105;Vlan3520;1c:bb:a8:17:c1:af;2;IP-TV
10.224.202.108;Vlan3520;ec:4c:4d:f0:05:b0;87;IP-TV
10.224.202.112;Vlan3520;ec:4c:4d:f2:ab:59;165;IP-TV
10.224.202.114;Vlan3520;e4:27:71:11:29:02;208;IP-TV
10.224.202.118;Vlan3520;00:02:9b:89:7c:29;5;IP-TV
10.224.202.120;Vlan3520;e4:27:71:4f:35:d4;209;IP-TV
10.224.202.122;Vlan3520;e4:27:71:0c:65:38;218;IP-TV
10.224.202.124;Vlan3520;ec:4c:4d:6b:1a:79;70;IP-TV
10.224.202.125;Vlan3520;ec:4c:4d:f6:af:dd;116;IP-TV
10.224.202.129;Vlan3520;e4:27:71:08:f6:ad;1;IP-TV
10.224.202.130;Vlan3520;e4:27:71:20:0c:50;235;IP-TV
10.224.202.133;Vlan3520;e4:27:71:51:e4:24;163;IP-TV
10.224.202.134;Vlan3520;e4:27:71:0c:88:e8;233;IP-TV
10.224.202.135;Vlan3520;e4:27:71:03:a7:06;0;IP-TV
10.224.202.137;Vlan3520;e4:27:71:47:fd:59;204;IP-TV
10.224.202.139;Vlan3520;e4:27:71:00:36:22;205;IP-TV
10.224.202.141;Vlan3520;1c:bb:a8:05:97:25;15;IP-TV
10.224.202.142;Vlan3520;e4:27:71:5f:db:a6;173;IP-TV
10.224.202.146;Vlan3520;e4:27:71:62:66:98;171;IP-TV
10.224.202.147;Vlan3520;e4:27:71:40:aa:3c;2;IP-TV
10.224.202.150;Vlan3520;e4:27:71:29:ef:90;7;IP-TV
10.224.202.151;Vlan3520;e4:27:71:18:af:23;55;IP-TV
10.224.202.153;Vlan3520;e4:27:71:29:69:89;7;IP-TV
10.224.202.156;Vlan3520;1c:bb:a8:24:d2:cb;6;IP-TV
10.224.202.157;Vlan3520;1c:bb:a8:1a:7b:da;6;IP-TV
10.224.202.160;Vlan3520;bc:64:4b:76:5e:30;2;IP-TV
10.224.202.161;Vlan3520;ec:4c:4d:72:20:b3;198;IP-TV
10.224.202.165;Vlan3520;e4:27:71:03:8d:0c;7;IP-TV
10.224.202.166;Vlan3520;e4:27:71:1f:4e:09;0;IP-TV
10.224.202.167;Vlan3520;1c:bb:a8:13:4d:5a;1;IP-TV
10.224.202.169;Vlan3520;1c:bb:a8:0c:64:38;1;IP-TV
10.224.202.172;Vlan3520;e4:27:71:0c:8b:55;207;IP-TV
10.224.202.173;Vlan3520;e4:27:71:41:c3:bb;129;IP-TV
10.224.202.175;Vlan3520;e4:27:71:52:87:72;1;IP-TV
10.224.202.178;Vlan3520;bc:64:4b:78:2c:af;0;IP-TV
10.224.202.181;Vlan3520;ec:4c:4d:73:ee:9d;18;IP-TV
10.224.202.182;Vlan3520;e4:27:71:1f:5f:a1;4;IP-TV
10.224.202.183;Vlan3520;e4:27:71:0c:ba:3c;192;IP-TV
10.224.202.184;Vlan3520;e4:27:71:47:19:2d;226;IP-TV
10.224.202.191;Vlan3520;e4:27:71:25:78:fd;136;IP-TV
10.224.202.193;Vlan3520;00:02:9b:93:60:6e;95;IP-TV
10.224.202.195;Vlan3520;e4:27:71:47:fa:3c;65;IP-TV
10.224.202.199;Vlan3520;e4:27:71:02:71:dd;9;IP-TV
10.224.202.203;Vlan3520;ec:4c:4d:66:ca:55;65;IP-TV
10.224.202.204;Vlan3520;1c:bb:a8:16:10:e7;0;IP-TV
10.224.202.206;Vlan3520;e4:27:71:41:d1:5e;181;IP-TV
10.224.202.207;Vlan3520;e4:27:71:01:b9:24;5;IP-TV
10.224.202.209;Vlan3520;e4:27:71:67:99:b7;66;IP-TV
10.224.202.211;Vlan3520;e4:27:71:69:03:23;251;IP-TV
10.224.202.219;Vlan3520;e4:27:71:1f:fb:0c;179;IP-TV
10.224.202.223;Vlan3520;ec:4c:4d:f6:bb:f0;61;IP-TV
10.224.202.226;Vlan3520;1c:bb:a8:0f:74:e7;100;IP-TV
10.224.202.229;Vlan3520;e4:27:71:24:f9:fa;198;IP-TV
10.224.202.232;Vlan3520;00:1a:79:0f:7a:dc;7;IP-TV
10.224.202.239;Vlan3520;1c:bb:a8:1a:77:ff;4;IP-TV
10.224.202.240;Vlan3520;ec:4c:4d:f2:b7:b0;2;IP-TV
10.224.202.242;Vlan3520;1c:bb:a8:24:66:58;0;IP-TV
10.224.202.244;Vlan3520;00:02:9b:93:18:b1;119;IP-TV
10.224.202.249;Vlan3520;1c:bb:a8:1a:95:35;0;IP-TV
10.224.203.0;Vlan3520;1c:bb:a8:27:2e:e7;7;IP-TV
10.224.203.1;Vlan3520;00:1a:79:0f:82:56;0;IP-TV
10.224.203.2;Vlan3520;e4:27:71:29:ef:24;30;IP-TV
10.224.203.4;Vlan3520;1c:bb:a8:1a:7e:f3;13;IP-TV
10.224.203.5;Vlan3520;e4:27:71:62:5d:7f;2;IP-TV
10.224.203.6;Vlan3520;e4:27:71:0f:f1:36;238;IP-TV
10.224.203.8;Vlan3520;ec:4c:4d:73:8a:d8;160;IP-TV
10.224.203.10;Vlan3520;1c:bb:a8:24:b1:62;3;IP-TV
10.224.203.11;Vlan3520;e4:27:71:52:5d:c2;223;IP-TV
10.224.203.12;Vlan3520;e4:27:71:5c:73:ba;241;IP-TV
10.224.203.13;Vlan3520;e4:27:71:00:83:53;5;IP-TV
10.224.203.15;Vlan3520;e4:27:71:25:83:cc;42;IP-TV
10.224.203.16;Vlan3520;e4:27:71:1e:94:6c;67;IP-TV
10.224.203.18;Vlan3520;e4:27:71:5f:0b:f7;115;IP-TV
10.224.203.19;Vlan3520;e4:27:71:5b:91:27;260;IP-TV
10.224.203.20;Vlan3520;e4:27:71:41:d5:e1;12;IP-TV
10.224.203.26;Vlan3520;1c:bb:a8:26:ce:c2;1;IP-TV
10.224.203.30;Vlan3520;e4:27:71:1f:fc:2d;54;IP-TV
10.224.203.31;Vlan3520;e4:27:71:0c:72:ac;5;IP-TV
10.224.203.35;Vlan3520;ec:4c:4d:6d:fd:f1;15;IP-TV
10.224.203.36;Vlan3520;1c:bb:a8:1b:ab:4d;4;IP-TV
10.224.203.38;Vlan3520;00:1a:79:13:a1:7c;4;IP-TV
10.224.203.39;Vlan3520;00:1a:79:13:35:79;5;IP-TV
10.224.203.41;Vlan3520;e4:27:71:11:f9:d0;226;IP-TV
10.224.203.46;Vlan3520;e4:27:71:67:bd:00;111;IP-TV
10.224.203.47;Vlan3520;e4:27:71:11:60:87;7;IP-TV
10.224.203.52;Vlan3520;e4:27:71:0a:1b:b7;0;IP-TV
10.224.203.54;Vlan3520;1c:bb:a8:1a:af:f6;1;IP-TV
10.224.203.55;Vlan3520;ec:4c:4d:73:ba:91;185;IP-TV
10.224.203.60;Vlan3520;e4:27:71:0c:71:4a;218;IP-TV
10.224.203.62;Vlan3520;00:02:9b:9f:92:4d;9;IP-TV
10.224.203.63;Vlan3520;e4:27:71:18:44:54;64;IP-TV
10.224.203.65;Vlan3520;5c:e3:0e:95:aa:b7;183;IP-TV
10.224.203.66;Vlan3520;e4:27:71:29:b8:bc;9;IP-TV
10.224.203.68;Vlan3520;ec:4c:4d:66:86:55;148;IP-TV
10.224.203.71;Vlan3520;00:02:9b:92:d6:ef;3;IP-TV
10.224.203.74;Vlan3520;e4:27:71:2a:1c:8e;12;IP-TV
10.224.203.76;Vlan3520;00:02:9b:93:60:29;3;IP-TV
10.224.203.77;Vlan3520;1c:bb:a8:1a:a8:49;2;IP-TV
10.224.203.78;Vlan3520;e4:27:71:01:ba:92;0;IP-TV
10.224.203.79;Vlan3520;e4:27:71:0c:8b:ea;168;IP-TV
10.224.203.80;Vlan3520;00:02:9b:89:72:4d;143;IP-TV
10.224.203.83;Vlan3520;e4:27:71:18:6f:c9;5;IP-TV
10.224.203.84;Vlan3520;e4:27:71:29:53:f7;183;IP-TV
10.224.203.86;Vlan3520;e4:27:71:67:c2:b2;3;IP-TV
10.224.203.87;Vlan3520;e4:27:71:52:74:7a;181;IP-TV
10.224.203.88;Vlan3520;ec:4c:4d:72:2e:28;208;IP-TV
10.224.203.94;Vlan3520;e4:27:71:29:f1:d1;249;IP-TV
10.224.203.97;Vlan3520;00:1a:79:06:cc:90;1;IP-TV
10.224.203.101;Vlan3520;e4:27:71:29:b5:56;6;IP-TV
10.224.203.102;Vlan3520;00:1a:79:0b:70:f4;56;IP-TV
10.224.203.108;Vlan3520;e4:27:71:65:b2:ef;0;IP-TV
10.224.203.111;Vlan3520;e4:27:71:14:55:bf;36;IP-TV
10.224.203.112;Vlan3520;e4:27:71:0c:b8:a5;134;IP-TV
10.224.203.115;Vlan3520;1c:bb:a8:01:52:fe;7;IP-TV
10.224.203.117;Vlan3520;ec:4c:4d:66:c9:1a;7;IP-TV
10.224.203.121;Vlan3520;e4:27:71:1f:fc:0f;101;IP-TV
10.224.203.122;Vlan3520;e4:27:71:5b:a6:9d;0;IP-TV
10.224.203.123;Vlan3520;e4:27:71:1e:e9:10;178;IP-TV
10.224.203.124;Vlan3520;e4:27:71:09:a5:83;7;IP-TV
10.224.203.125;Vlan3520;e4:27:71:02:73:d7;137;IP-TV
10.224.203.130;Vlan3520;e4:27:71:13:33:4e;9;IP-TV
10.224.203.131;Vlan3520;e4:27:71:10:47:0b;3;IP-TV
10.224.203.132;Vlan3520;e4:27:71:67:c2:ec;1;IP-TV
10.224.203.140;Vlan3520;e4:27:71:10:23:be;206;IP-TV
10.224.203.143;Vlan3520;e4:27:71:5f:dc:70;217;IP-TV
10.224.203.150;Vlan3520;e4:27:71:0c:0e:8f;13;IP-TV
10.224.203.153;Vlan3520;e4:27:71:03:92:65;7;IP-TV
10.224.203.154;Vlan3520;e4:27:71:06:70:9d;30;IP-TV
10.224.203.158;Vlan3520;1c:bb:a8:1a:55:ef;1;IP-TV
10.224.203.159;Vlan3520;00:1a:79:24:1f:0f;2;IP-TV
10.224.203.160;Vlan3520;e4:27:71:0c:ba:96;28;IP-TV
10.224.203.161;Vlan3520;e4:27:71:47:fa:78;0;IP-TV
10.224.203.166;Vlan3520;e4:27:71:02:35:7a;0;IP-TV
10.224.203.170;Vlan3520;e4:27:71:44:d5:4d;218;IP-TV
10.224.203.171;Vlan3520;e4:27:71:25:2c:fd;176;IP-TV
10.224.203.174;Vlan3520;e4:27:71:18:c3:c7;163;IP-TV
10.224.203.176;Vlan3520;e4:27:71:0c:7a:1d;95;IP-TV
10.224.203.178;Vlan3520;e4:27:71:0c:0e:c4;5;IP-TV
10.224.203.179;Vlan3520;e4:27:71:5d:2d:2b;106;IP-TV
10.224.203.182;Vlan3520;00:02:9b:89:c3:09;0;IP-TV
10.224.203.184;Vlan3520;00:1a:79:0c:fb:5e;0;IP-TV
10.224.203.186;Vlan3520;00:1a:79:24:1f:bc;8;IP-TV
10.224.203.187;Vlan3520;ec:4c:4d:66:94:b7;2;IP-TV
10.224.203.191;Vlan3520;e4:27:71:18:6b:4f;7;IP-TV
10.224.203.192;Vlan3520;e4:27:71:1f:00:4d;152;IP-TV
10.224.203.196;Vlan3520;e4:27:71:51:fe:ba;103;IP-TV
10.224.203.197;Vlan3520;e4:27:71:5d:2e:c7;49;IP-TV
10.224.203.198;Vlan3520;e4:27:71:1f:dd:16;244;IP-TV
10.224.203.199;Vlan3520;e4:27:71:58:6d:36;99;IP-TV
10.224.203.202;Vlan3520;e4:27:71:13:5f:f5;127;IP-TV
10.224.203.206;Vlan3520;e4:27:71:0c:3d:e7;3;IP-TV
10.224.203.208;Vlan3520;1c:bb:a8:27:6b:4a;2;IP-TV
10.224.203.211;Vlan3520;1c:bb:a8:27:06:5d;7;IP-TV
10.224.203.212;Vlan3520;e4:27:71:67:bc:0b;148;IP-TV
10.224.203.214;Vlan3520;e4:27:71:20:13:a1;5;IP-TV
10.224.203.219;Vlan3520;e4:27:71:12:28:5a;3;IP-TV
10.224.203.224;Vlan3520;1c:bb:a8:22:da:8a;7;IP-TV
10.224.203.225;Vlan3520;1c:bb:a8:1a:57:77;1;IP-TV
10.224.203.226;Vlan3520;bc:64:4b:78:1a:20;79;IP-TV
10.224.203.227;Vlan3520;e4:27:71:1f:ec:e6;4;IP-TV
10.224.203.229;Vlan3520;e4:27:71:62:7b:53;10;IP-TV
10.224.203.230;Vlan3520;e4:27:71:20:02:5e;0;IP-TV
10.224.203.232;Vlan3520;e4:27:71:01:c0:8c;2;IP-TV
10.224.203.233;Vlan3520;1c:bb:a8:12:eb:08;4;IP-TV
10.224.203.234;Vlan3520;e4:27:71:18:6a:79;217;IP-TV
10.224.203.240;Vlan3520;e4:27:71:0c:1d:36;7;IP-TV
10.224.203.244;Vlan3520;1c:bb:a8:1a:a1:8c;4;IP-TV
10.224.203.245;Vlan3520;00:1a:79:09:ae:90;13;IP-TV
10.224.203.248;Vlan3520;00:1a:79:13:03:cb;0;IP-TV
10.224.203.249;Vlan3520;e4:27:71:0c:74:b5;60;IP-TV
10.224.203.250;Vlan3520;e4:27:71:48:01:24;105;IP-TV
10.224.203.252;Vlan3520;e4:27:71:40:cf:25;3;IP-TV
10.224.203.254;Vlan3520;e4:27:71:45:ca:e9;8;IP-TV
10.224.203.255;Vlan3520;ec:4c:4d:6b:4f:49;1;IP-TV
10.224.204.0;Vlan3520;00:1a:79:0c:ca:22;11;IP-TV
10.224.204.2;Vlan3520;00:02:9b:92:d9:f5;27;IP-TV
10.224.204.5;Vlan3520;e4:27:71:4f:12:fa;100;IP-TV
10.224.204.6;Vlan3520;ec:4c:4d:66:6d:db;124;IP-TV
10.224.204.7;Vlan3520;e4:27:71:14:2c:72;3;IP-TV
10.224.204.9;Vlan3520;e4:27:71:48:0e:63;176;IP-TV
10.224.204.14;Vlan3520;00:02:9b:93:c9:65;6;IP-TV
10.224.204.16;Vlan3520;ec:4c:4d:73:92:eb;19;IP-TV
10.224.204.17;Vlan3520;e4:27:71:5d:2e:f8;228;IP-TV
10.224.204.23;Vlan3520;00:02:9b:89:cf:14;1;IP-TV
10.224.204.30;Vlan3520;ec:4c:4d:74:33:9e;103;IP-TV
10.224.204.31;Vlan3520;e4:27:71:67:c2:cd;219;IP-TV
10.224.204.32;Vlan3520;e4:27:71:0c:b5:69;7;IP-TV
10.224.204.33;Vlan3520;ec:4c:4d:66:6f:ea;0;IP-TV
10.224.204.34;Vlan3520;e4:27:71:03:a0:a0;4;IP-TV
10.224.204.37;Vlan3520;e4:27:71:01:bb:e6;2;IP-TV
10.224.204.41;Vlan3520;1c:bb:a8:1b:9c:30;2;IP-TV
10.224.204.44;Vlan3520;1c:bb:a8:27:6b:e2;2;IP-TV
10.224.204.45;Vlan3520;1c:bb:a8:06:20:88;8;IP-TV
10.224.204.48;Vlan3520;ec:4c:4d:f2:b4:13;120;IP-TV
10.224.204.49;Vlan3520;e4:27:71:25:21:46;6;IP-TV
10.224.204.50;Vlan3520;5c:e3:0e:96:a0:8b;150;IP-TV
10.224.204.52;Vlan3520;00:02:9b:a2:7f:9d;2;IP-TV
10.224.204.60;Vlan3520;00:1a:79:13:b7:5c;107;IP-TV
10.224.204.62;Vlan3520;00:02:9b:93:58:b9;56;IP-TV
10.224.204.63;Vlan3520;ec:4c:4d:f6:d2:7c;99;IP-TV
10.224.204.66;Vlan3520;1c:bb:a8:24:ac:cc;51;IP-TV
10.224.204.67;Vlan3520;ec:4c:4d:72:2e:86;243;IP-TV
10.224.204.68;Vlan3520;e4:27:71:13:c0:8f;193;IP-TV
10.224.204.71;Vlan3520;e4:27:71:4e:fe:31;7;IP-TV
10.224.204.72;Vlan3520;ec:4c:4d:6b:17:0a;97;IP-TV
10.224.204.76;Vlan3520;ec:4c:4d:6b:2d:92;79;IP-TV
10.224.204.79;Vlan3520;1c:bb:a8:1b:98:1a;12;IP-TV
10.224.204.85;Vlan3520;1c:bb:a8:1a:ab:b9;168;IP-TV
10.224.204.86;Vlan3520;e4:27:71:4d:50:8e;220;IP-TV
10.224.204.88;Vlan3520;ec:4c:4d:6b:1a:a5;0;IP-TV
10.224.204.89;Vlan3520;1c:bb:a8:1b:a7:43;15;IP-TV
10.224.204.93;Vlan3520;e4:27:71:5d:30:36;55;IP-TV
